"","paper","depth","totalcells","qPCRtotal","Cell.stain","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","Fraction.Arc.CARDFISH","Fish.or.cardFish","Fixative","Bac.permeabilization","Arc.permeabilization","environment","qPCRbac","qPCRarc","Cell.stain.1","Bac.probe","Arc.probe","core","qPCR.Bac.per.cc","qPCR.Arc.per.cc","qPCRuniversal","percentqPCR","SYBR.vs.Taqman","DNA.extraction.procedure"
"1440","Kubo 2012",0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.148567735996094,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1441","Kubo 2012",0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-2 [17]",NA,NA,NA,0.420025051310005,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1442","Kubo 2012",0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.131265995428974,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1443","Kubo 2012",0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-2 [17]",NA,NA,NA,0.400772286680569,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1444","Kubo 2012",0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-2 [17]",NA,NA,NA,0.445224252149462,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1445","Kubo 2012",0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.151593607174231,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1446","Kubo 2012",0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.141141549186611,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1447","Kubo 2012",0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.147281102914976,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1448","Kubo 2012",0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.16372742719653,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1449","Kubo 2012",0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"White Oak River Estuary, Station H, Jul 08-1 [17]",NA,NA,NA,0.188133104598259,NA,"MoBio RNA powersoil kit with DNA elution accessory"
"1450","Leloup 2007",NA,12173623.3991198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,68224425.2331372,NA,NA,NA
"1451","Leloup 2007",NA,12315538.8742017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,16306163.6358655,NA,NA,NA
"1452","Leloup 2007",NA,13828943.106112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,56018560.5640984,NA,NA,NA
"1453","Leloup 2007",NA,14824850.8318525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,46392319.7513041,NA,NA,NA
"1454","Leloup 2007",NA,14824850.8318525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,34963693.5387064,NA,NA,NA
"1455","Leloup 2007",NA,16646613.7458053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,49684710.5399276,NA,NA,NA
"1456","Leloup 2007",NA,16840673.6424185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,17020104.3372721,NA,NA,NA
"1457","Leloup 2007",NA,23568536.4143723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,66492648.590774,NA,NA,NA
"1458","Leloup 2007",NA,23568536.4143723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,37125464.4498986,NA,NA,NA
"1459","Leloup 2007",NA,24121245.4618047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,41501041.1637507,NA,NA,NA
"1460","Leloup 2007",NA,28043742.437155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,44828865.8533499,NA,NA,NA
"1461","Leloup 2007",NA,30413812.8416825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,79604460.6502867,NA,NA,NA
"1462","Leloup 2007",NA,31857016.2663252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,52306452.9400637,NA,NA,NA
"1463","Leloup 2007",NA,34549359.1873375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,68811649.721979,NA,NA,NA
"1464","Leloup 2007",NA,38347937.4244421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,98625567.0861634,NA,NA,NA
"1465","Leloup 2007",NA,38347937.4244421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,84526326.4492884,NA,NA,NA
"1466","Leloup 2007",NA,44583920.0894524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,402171554.313496,NA,NA,NA
"1467","Leloup 2007",NA,45629463.8419451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,127541653.892311,NA,NA,NA
"1468","Leloup 2007",NA,63122612.2122601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,126453239.607587,NA,NA,NA
"1469","Leloup 2007",NA,78672426.7866234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,372316763.15556,NA,NA,NA
"1470","Leloup 2007",NA,90411824.1165325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,313668497.012657,NA,NA,NA
"1471","Leloup 2007",NA,99195892.1805304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,292883042.915743,NA,NA,NA
"1472","Leloup 2007",NA,100352280.192828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,506882885.095068,NA,NA,NA
"1473","Leloup 2007",NA,100352280.192828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,120115057.580719,NA,NA,NA
"1474","Leloup 2007",NA,367523940.426399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,303097647.420552,NA,NA,NA
"1475","Leloup 2007",NA,427289160.550464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,638857364.342649,NA,NA,NA
"1476","Leloup 2007",NA,463400795.645727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,375521385.549728,NA,NA,NA
"1477","Leloup 2007",NA,514350052.558196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,726499251.082554,NA,NA,NA
"1478","Leloup 2007",NA,663738552.05004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,300511074.335988,NA,NA,NA
"1479","Leloup 2007",NA,780668834.91762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,684196078.010803,NA,NA,NA
"1480","Leloup 2007",NA,780668834.91762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,434420297.727382,NA,NA,NA
"1481","Leloup 2007",NA,939731435.62344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediments",NA,NA,NA,NA,NA,"Black Sea Station P12 [18]",NA,NA,980636657.667464,NA,NA,NA
"1482","Llobet-Brossa 1998",0.01,6.1e+08,NA,"DAPI",2.44e+08,NA,2.44e+08,0.4,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1483","Llobet-Brossa 1998",0.01,7.8e+08,NA,"DAPI",3.51e+08,NA,3.51e+08,0.45,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1484","Llobet-Brossa 1998",0.01,4.4e+09,NA,"DAPI",3.212e+09,NA,3.212e+09,0.73,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1485","Llobet-Brossa 1998",0.01,4.5e+09,NA,"DAPI",2.925e+09,NA,2.925e+09,0.65,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1486","Llobet-Brossa 1998",0.015,2.5e+09,NA,"DAPI",1.35e+09,NA,1.35e+09,0.54,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1487","Llobet-Brossa 1998",0.015,4.6e+09,NA,"DAPI",2.484e+09,NA,2.484e+09,0.54,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1488","Llobet-Brossa 1998",0.02,3.2e+09,NA,"DAPI",1.6e+09,NA,1.6e+09,0.5,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1489","Llobet-Brossa 1998",0.02,4.5e+09,NA,"DAPI",1957500000,NA,1957500000,0.435,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1490","Llobet-Brossa 1998",0.025,2.2e+09,NA,"DAPI",9.57e+08,NA,9.57e+08,0.435,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1491","Llobet-Brossa 1998",0.025,4.3e+09,NA,"DAPI",2343500000,NA,2343500000,0.545,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1492","Llobet-Brossa 1998",0.03,2.3e+09,NA,"DAPI",947600000,NA,947600000,0.412,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1493","Llobet-Brossa 1998",0.03,4.5e+09,NA,"DAPI",1.881e+09,NA,1.881e+09,0.418,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1494","Llobet-Brossa 1998",0.035,2e+09,NA,"DAPI",8e+08,NA,8e+08,0.4,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1495","Llobet-Brossa 1998",0.035,3.3e+09,NA,"DAPI",1362900000,NA,1362900000,0.413,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1496","Llobet-Brossa 1998",0.04,1.2e+09,NA,"DAPI",4.2e+08,NA,4.2e+08,0.35,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Beach [19]",NA,NA,NA,NA,NA,NA
"1497","Llobet-Brossa 1998",0.04,2.4e+09,NA,"DAPI",9.6e+08,NA,9.6e+08,0.4,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1498","Llobet-Brossa 1998",0.045,2.7e+09,NA,"DAPI",9.99e+08,NA,9.99e+08,0.37,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1499","Llobet-Brossa 1998",0.05,1.8e+09,NA,"DAPI",514800000,NA,514800000,0.286,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea Mudflat [19]",NA,NA,NA,NA,NA,NA
"1500","Llobet-Brossa 2002",0.01,5.37e+09,NA,"DAPI",3.74e+09,NA,3.74e+09,0.696461824953445,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1501","Llobet-Brossa 2002",0.01,5.39e+09,NA,"DAPI",4.44e+09,NA,4.44e+09,0.823747680890538,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1502","Llobet-Brossa 2002",0.015,5.65e+09,NA,"DAPI",3.94e+09,NA,3.94e+09,0.697345132743363,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1503","Llobet-Brossa 2002",0.025,5.35e+09,NA,"DAPI",2.84e+09,NA,2.84e+09,0.530841121495327,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1504","Llobet-Brossa 2002",0.035,3.31e+09,NA,"DAPI",1.51e+09,NA,1.51e+09,0.45619335347432,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1505","Llobet-Brossa 2002",0.045,2.55e+09,NA,"DAPI",9.5e+08,NA,9.5e+08,0.372549019607843,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1506","Llobet-Brossa 2002",0.075,1.7e+09,NA,"DAPI",4.3e+08,NA,4.3e+08,0.252941176470588,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1507","Llobet-Brossa 2002",0.125,9e+08,NA,"DAPI",1.5e+08,NA,1.5e+08,0.166666666666667,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1508","Llobet-Brossa 2002",0.175,1e+08,NA,"DAPI",1e+07,NA,1e+07,0.1,0,"FISH","paraformaldehyde","none","none","sediments",NA,NA,NA,NA,NA,"Wadden Sea intertidal [20]",NA,NA,NA,NA,NA,NA
"1509","Loesekann 2007",0.01,8e+08,NA,"DAPI",2.16e+08,NA,2.16e+08,0.27,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1510","Loesekann 2007",0.01,3.6e+09,NA,"DAPI",3.276e+09,NA,3.276e+09,0.91,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV center [21]",NA,NA,NA,NA,NA,NA
"1511","Loesekann 2007",0.01,1.02e+10,NA,"DAPI",5.202e+09,NA,5.202e+09,0.51,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1512","Loesekann 2007",0.015,9e+08,NA,"DAPI",1.98e+08,1.8e+07,2.16e+08,0.24,0.0833333333333333,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1513","Loesekann 2007",0.015,1.1e+09,NA,"DAPI",1.067e+09,NA,1.067e+09,0.97,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV center [21]",NA,NA,NA,NA,NA,NA
"1514","Loesekann 2007",0.015,1.94e+10,NA,"DAPI",7.76e+09,3.88e+08,8.148e+09,0.42,0.0476190476190476,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1515","Loesekann 2007",0.025,3e+08,NA,"DAPI",2.67e+08,1.8e+07,2.85e+08,0.95,0.0631578947368421,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV center [21]",NA,NA,NA,NA,NA,NA
"1516","Loesekann 2007",0.025,1.6e+09,NA,"DAPI",4.48e+08,4.8e+07,4.96e+08,0.31,0.0967741935483871,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1517","Loesekann 2007",0.025,8.6e+09,NA,"DAPI",3.268e+09,1.72e+08,3.44e+09,0.4,0.05,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1518","Loesekann 2007",0.035,1e+08,NA,"DAPI",9e+07,9e+06,9.9e+07,0.99,0.0909090909090909,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV center [21]",NA,NA,NA,NA,NA,NA
"1519","Loesekann 2007",0.035,1e+09,NA,"DAPI",4.2e+08,4e+07,4.6e+08,0.46,0.0869565217391304,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1520","Loesekann 2007",0.035,3.3e+09,NA,"DAPI",5.94e+08,NA,5.94e+08,0.18,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1521","Loesekann 2007",0.045,1e+08,NA,"DAPI",8.3e+07,8e+06,9.1e+07,0.91,0.0879120879120879,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV center [21]",NA,NA,NA,NA,NA,NA
"1522","Loesekann 2007",0.045,7e+08,NA,"DAPI",2.45e+08,2.8e+07,2.73e+08,0.39,0.102564102564103,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1523","Loesekann 2007",0.065,6e+08,NA,"DAPI",1.92e+08,3.6e+07,2.28e+08,0.38,0.157894736842105,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1524","Loesekann 2007",0.065,2e+09,NA,"DAPI",2.4e+08,2e+07,2.6e+08,0.13,0.0769230769230769,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1525","Loesekann 2007",0.075,2e+08,NA,"DAPI",6.6e+07,1.4e+07,8e+07,0.4,0.175,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1526","Loesekann 2007",0.075,8e+08,NA,"DAPI",1.28e+08,NA,1.28e+08,0.16,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1527","Loesekann 2007",0.085,2e+08,NA,"DAPI",6e+07,4.4e+07,1.04e+08,0.52,0.423076923076923,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1528","Loesekann 2007",0.085,8e+08,NA,"DAPI",9.6e+07,NA,9.6e+07,0.12,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1529","Loesekann 2007",0.095,2e+08,NA,"DAPI",5.4e+07,5e+07,1.04e+08,0.52,0.480769230769231,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV Beggiatoa [21]",NA,NA,NA,NA,NA,NA
"1530","Loesekann 2007",0.095,6e+08,NA,"DAPI",1.32e+08,6e+06,1.38e+08,0.23,0.0434782608695652,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1531","Loesekann 2007",0.125,8e+08,NA,"DAPI",1.44e+08,8e+06,1.52e+08,0.19,0.0526315789473684,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1532","Loesekann 2007",0.135,9e+08,NA,"DAPI",1.71e+08,NA,1.71e+08,0.19,0,"CARDFISH","formaldehyde","lysozyme","detergent","sediments",NA,NA,NA,NA,NA,"HMMV tubeworms [21]",NA,NA,NA,NA,NA,NA
"1533","Magdalhaes 2009",0.04,22973195.043882,22968003.5378707,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",22384527.0837824,583476.454088264,NA,0.0254038821060874,"SYBR","MoBio Ultra Powersoil DNA"
"1534","Magdalhaes 2009",0.04,55920577.928076,47790975.6303591,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",45737305.9343182,2053669.69604086,NA,0.04297191402672,"SYBR","MoBio Ultra Powersoil DNA"
"1535","Magdalhaes 2009",0.04,189949113.75952,582570606.060327,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",569627254.119388,12943351.9409387,NA,0.0222176536308088,"SYBR","MoBio Ultra Powersoil DNA"
"1536","Magdalhaes 2009",0.04,309650268.999126,241095690.910747,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",228958474.925612,12137215.9851352,NA,0.050341903413066,"SYBR","MoBio Ultra Powersoil DNA"
"1537","Magdalhaes 2009",0.04,432370812.483542,250426107.925611,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",239175211.132296,11250896.7933147,NA,0.0449270121494551,"SYBR","MoBio Ultra Powersoil DNA"
"1538","Magdalhaes 2009",0.04,538822232.792182,1001775065.13307,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",971945788.911428,29829276.2216454,NA,0.0297764211347015,"SYBR","MoBio Ultra Powersoil DNA"
"1539","Magdalhaes 2009",0.04,540659925.552374,381731813.470686,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",341362022.43204,40369791.038646,NA,0.105754327027674,"SYBR","MoBio Ultra Powersoil DNA"
"1540","Magdalhaes 2009",0.04,546677824.603392,386086160.13308,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",360131789.198576,25954370.9345036,NA,0.067224297616774,"SYBR","MoBio Ultra Powersoil DNA"
"1541","Magdalhaes 2009",0.04,605229856.492598,241143753.065305,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",230032326.202542,11111426.8627627,NA,0.0460780207719233,"SYBR","MoBio Ultra Powersoil DNA"
"1542","Magdalhaes 2009",0.04,629241921.381016,294542046.670021,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",287055506.867988,7486539.80203278,NA,0.0254175588398082,"SYBR","MoBio Ultra Powersoil DNA"
"1543","Magdalhaes 2009",0.04,640985063.802066,385324097.433544,"DAPI",NA,NA,NA,NA,NA,NA,"formaldehyde",NA,NA,"sediments",NA,NA,NA,NA,NA,"Douro River estuary, Portugal [22]",362789239.167186,22534858.2663584,NA,0.0584828678415186,"SYBR","MoBio Ultra Powersoil DNA"
