"","paper","Sample","depth","Date","qPCRbac","qPCRarc","qPCR.MCG..copies.mL.water.","qPCRtotal","totalcells","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","Fraction.Arc.CARDFISH","Fish.or.cardFish","Cell.stain","Fixative","Bac.permeabilization","Arc.permeabilization","Bac.probe","Arc.probe","Counting.method","depth_log10"
"492","Schattenhofer 2009","64",28,NA,NA,NA,NA,NA,1900000,1784100,1900,1786000,0.94,0.00106382978723404,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.44715803134222
"493","Schattenhofer 2009","18",17,NA,NA,NA,NA,NA,650000,467350,1950,469300,0.722,0.00415512465373961,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.23044892137827
"494","Schattenhofer 2009","25",95,NA,NA,NA,NA,NA,990000,693000,1980,694980,0.702,0.00284900284900285,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.97772360528885
"495","Schattenhofer 2009","40",120,NA,NA,NA,NA,NA,4e+05,244000,2000,246000,0.615,0.00813008130081301,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.07918124604762
"496","Schattenhofer 2009","30",9,NA,NA,NA,NA,NA,1e+06,721000,2000,723000,0.723,0.00276625172890733,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.954242509439325
"497","Schattenhofer 2009","60",10,NA,NA,NA,NA,NA,1e+06,814000,2000,816000,0.816,0.00245098039215686,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1
"498","Schattenhofer 2009","65",5,NA,NA,NA,NA,NA,1e+06,907000,2000,909000,0.909,0.0022002200220022,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.698970004336019
"499","Schattenhofer 2009","64",5,NA,NA,NA,NA,NA,2e+06,1860000,2000,1862000,0.931,0.00107411385606874,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.698970004336019
"500","Schattenhofer 2009","16",100,NA,NA,NA,NA,NA,670000,449570,2010,451580,0.674,0.00445103857566766,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"501","Schattenhofer 2009","17",100,NA,NA,NA,NA,NA,680000,365840,2040,367880,0.541,0.0055452865064695,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"502","Schattenhofer 2009","46",110,NA,NA,NA,NA,NA,540000,420120,2160,422280,0.782,0.0051150895140665,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.04139268515822
"503","Schattenhofer 2009","42",14,NA,NA,NA,NA,NA,720000,624960,2160,627120,0.871,0.0034443168771527,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.14612803567824
"504","Schattenhofer 2009","53",12,NA,NA,NA,NA,NA,750000,644250,2250,646500,0.862,0.00348027842227378,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.07918124604762
"505","Schattenhofer 2009","13",15,NA,NA,NA,NA,NA,760000,595840,2280,598120,0.787,0.00381194409148666,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.17609125905568
"506","Schattenhofer 2009","41",100,NA,NA,NA,NA,NA,790000,628840,2370,631210,0.799,0.00375469336670839,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"507","Schattenhofer 2009","24",120,NA,NA,NA,NA,NA,6e+05,363600,2400,366000,0.61,0.00655737704918033,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.07918124604762
"508","Schattenhofer 2009","22",140,NA,NA,NA,NA,NA,410000,252560,2460,255020,0.622,0.00964630225080386,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.14612803567824
"509","Schattenhofer 2009","54",10,NA,NA,NA,NA,NA,830000,672300,2490,674790,0.813,0.003690036900369,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1
"510","Schattenhofer 2009","35",55,NA,NA,NA,NA,NA,890000,735140,2670,737810,0.829,0.00361881785283474,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.74036268949424
"511","Schattenhofer 2009","13",95,NA,NA,NA,NA,NA,670000,421430,2680,424110,0.633,0.00631911532385466,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.97772360528885
"512","Schattenhofer 2009","33",7,NA,NA,NA,NA,NA,1400000,1089200,2800,1092000,0.78,0.00256410256410256,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.845098040014257
"513","Schattenhofer 2009","8",105,NA,NA,NA,NA,NA,570000,377340,2850,380190,0.667,0.00749625187406297,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.02118929906994
"514","Schattenhofer 2009","9",2,NA,NA,NA,NA,NA,6e+05,466200,3000,469200,0.782,0.00639386189258312,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"515","Schattenhofer 2009","12",2,NA,NA,NA,NA,NA,750000,537000,3000,540000,0.72,0.00555555555555556,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"516","Schattenhofer 2009","55",9,NA,NA,NA,NA,NA,760000,375440,3040,378480,0.498,0.00803212851405622,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.954242509439325
"517","Schattenhofer 2009","12",125,NA,NA,NA,NA,NA,620000,373240,3100,376340,0.607,0.00823723228995058,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.09691001300806
"518","Schattenhofer 2009","43",5900,NA,NA,NA,NA,NA,19000,10564,3192,13756,0.724,0.232044198895028,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3.77085201164214
"519","Schattenhofer 2009","57",8,NA,NA,NA,NA,NA,810000,724140,3240,727380,0.898,0.0044543429844098,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.903089986991944
"520","Schattenhofer 2009","48",100,NA,NA,NA,NA,NA,650000,503100,3250,506350,0.779,0.00641848523748395,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"521","Schattenhofer 2009","23",115,NA,NA,NA,NA,NA,660000,445500,3300,448800,0.68,0.00735294117647059,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.06069784035361
"522","Schattenhofer 2009","14",17,NA,NA,NA,NA,NA,660000,517440,3300,520740,0.789,0.00633713561470215,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.23044892137827
"523","Schattenhofer 2009","26",78,NA,NA,NA,NA,NA,1100000,761200,3300,764500,0.695,0.00431654676258993,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.89209460269048
"524","Schattenhofer 2009","49",11,NA,NA,NA,NA,NA,840000,652680,3360,656040,0.781,0.00512163892445583,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.04139268515823
"525","Schattenhofer 2009","28",68,NA,NA,NA,NA,NA,1700000,1166200,3400,1169600,0.688,0.00290697674418605,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.83250891270624
"526","Schattenhofer 2009","41",16,NA,NA,NA,NA,NA,580000,472700,3480,476180,0.821,0.00730816077953715,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.20411998265592
"527","Schattenhofer 2009","24",110,NA,NA,NA,NA,NA,7e+05,296800,3500,300300,0.429,0.0116550116550117,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.04139268515822
"528","Schattenhofer 2009","39",90,NA,NA,NA,NA,NA,450000,338400,3600,342000,0.76,0.0105263157894737,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.95424250943932
"529","Schattenhofer 2009","62",7,NA,NA,NA,NA,NA,610000,534970,3660,538630,0.883,0.00679501698754247,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.845098040014257
"530","Schattenhofer 2009","35",9,NA,NA,NA,NA,NA,930000,766320,3720,770040,0.828,0.00483091787439614,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.954242509439325
"531","Schattenhofer 2009","18",1000,NA,NA,NA,NA,NA,33000,17094,3729,20823,0.631,0.179080824088748,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3
"532","Schattenhofer 2009","20",130,NA,NA,NA,NA,NA,540000,305100,3780,308880,0.572,0.0122377622377622,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.11394335230684
"533","Schattenhofer 2009","38",100,NA,NA,NA,NA,NA,770000,569030,3850,572880,0.744,0.00672043010752688,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"534","Schattenhofer 2009","30",45,NA,NA,NA,NA,NA,1300000,885300,3900,889200,0.684,0.0043859649122807,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.65321251377534
"535","Schattenhofer 2009","34",7,NA,NA,NA,NA,NA,1300000,1040000,3900,1043900,0.803,0.0037359900373599,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.845098040014257
"536","Schattenhofer 2009","27",50,NA,NA,NA,NA,NA,980000,736960,3920,740880,0.756,0.00529100529100529,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.69897000433602
"537","Schattenhofer 2009","32",10,NA,NA,NA,NA,NA,980000,786940,3920,790860,0.807,0.00495662949194548,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1
"538","Schattenhofer 2009","7",2,NA,NA,NA,NA,NA,820000,546120,4100,550220,0.671,0.00745156482861401,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"539","Schattenhofer 2009","15",105,NA,NA,NA,NA,NA,460000,252080,4140,256220,0.557,0.0161579892280072,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.02118929906994
"540","Schattenhofer 2009","43",4500,NA,NA,NA,NA,NA,23000,14375,4232,18607,0.809,0.227441285537701,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3.65321251377534
"541","Schattenhofer 2009","59",225,NA,NA,NA,NA,NA,330000,133650,4290,137940,0.418,0.0311004784688995,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"542","Schattenhofer 2009","23",132,NA,NA,NA,NA,NA,540000,327240,4320,331560,0.614,0.0130293159609121,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.12057393120585
"543","Schattenhofer 2009","27",10,NA,NA,NA,NA,NA,1100000,785400,4400,789800,0.718,0.00557103064066852,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1
"544","Schattenhofer 2009","29",40,NA,NA,NA,NA,NA,1100000,794200,4400,798600,0.726,0.00550964187327824,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.60205999132796
"545","Schattenhofer 2009","41",120,NA,NA,NA,NA,NA,630000,465570,4410,469980,0.746,0.00938337801608579,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.07918124604762
"546","Schattenhofer 2009","61",7,NA,NA,NA,NA,NA,9e+05,809100,4500,813600,0.904,0.00553097345132743,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.845098040014257
"547","Schattenhofer 2009","6",2,NA,NA,NA,NA,NA,780000,520260,4680,524940,0.673,0.00891530460624071,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"548","Schattenhofer 2009","7",80,NA,NA,NA,NA,NA,470000,289990,4700,294690,0.627,0.0159489633173844,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.90308998699194
"549","Schattenhofer 2009","31",10,NA,NA,NA,NA,NA,1200000,914400,4800,919200,0.766,0.00522193211488251,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1
"550","Schattenhofer 2009","33",45,NA,NA,NA,NA,NA,1200000,958800,4800,963600,0.803,0.0049813200498132,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.65321251377534
"551","Schattenhofer 2009","43",3500,NA,NA,NA,NA,NA,22000,11242,4884,16126,0.733,0.302864938608458,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3.54406804435028
"552","Schattenhofer 2009","59",9,NA,NA,NA,NA,NA,990000,813780,4950,818730,0.827,0.0060459492140266,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.954242509439325
"553","Schattenhofer 2009","25",105,NA,NA,NA,NA,NA,830000,447370,4980,452350,0.545,0.0110091743119266,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.02118929906994
"554","Schattenhofer 2009","4",100,NA,NA,NA,NA,NA,720000,483120,5040,488160,0.678,0.0103244837758112,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"555","Schattenhofer 2009","60",65,NA,NA,NA,NA,NA,1700000,1042100,5100,1047200,0.616,0.00487012987012987,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.81291335664286
"556","Schattenhofer 2009","21",150,NA,NA,NA,NA,NA,4e+05,227200,5200,232400,0.581,0.0223752151462995,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"557","Schattenhofer 2009","11",130,NA,NA,NA,NA,NA,440000,246840,5280,252120,0.573,0.0209424083769634,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.11394335230684
"558","Schattenhofer 2009","21",20,NA,NA,NA,NA,NA,670000,480390,5360,485750,0.725,0.0110344827586207,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.30102999566398
"559","Schattenhofer 2009","43",17,NA,NA,NA,NA,NA,690000,596850,5520,602370,0.873,0.00916380297823597,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.23044892137827
"560","Schattenhofer 2009","15",125,NA,NA,NA,NA,NA,370000,222000,5550,227550,0.615,0.024390243902439,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.09691001300806
"561","Schattenhofer 2009","20",150,NA,NA,NA,NA,NA,350000,184800,5600,190400,0.544,0.0294117647058824,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"562","Schattenhofer 2009","43",850,NA,NA,NA,NA,NA,59000,27907,5664,33571,0.569,0.16871704745167,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.92941892571429
"563","Schattenhofer 2009","5",80,NA,NA,NA,NA,NA,830000,553610,5810,559420,0.674,0.0103857566765579,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.90308998699194
"564","Schattenhofer 2009","14",150,NA,NA,NA,NA,NA,430000,218870,6020,224890,0.523,0.0267686424474187,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"565","Schattenhofer 2009","8",115,NA,NA,NA,NA,NA,480000,319200,6240,325440,0.678,0.0191740412979351,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.06069784035361
"566","Schattenhofer 2009","15",14,NA,NA,NA,NA,NA,790000,601190,6320,607510,0.769,0.0104031209362809,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.14612803567824
"567","Schattenhofer 2009","14",110,NA,NA,NA,NA,NA,580000,388020,6380,394400,0.68,0.0161764705882353,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.04139268515822
"568","Schattenhofer 2009","26",12,NA,NA,NA,NA,NA,1300000,882700,6500,889200,0.684,0.00730994152046784,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.07918124604762
"569","Schattenhofer 2009","11",2,NA,NA,NA,NA,NA,660000,481800,6600,488400,0.74,0.0135135135135135,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"570","Schattenhofer 2009","19",125,NA,NA,NA,NA,NA,550000,375650,6600,382250,0.695,0.0172661870503597,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.09691001300806
"571","Schattenhofer 2009","65",30,NA,NA,NA,NA,NA,1100000,975700,6600,982300,0.893,0.00671892497200448,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.47712125471966
"572","Schattenhofer 2009","40",1000,NA,NA,NA,NA,NA,54000,30564,6696,37260,0.69,0.179710144927536,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3
"573","Schattenhofer 2009","60",80,NA,NA,NA,NA,NA,1700000,1116900,6800,1123700,0.661,0.00605143721633888,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.90308998699194
"574","Schattenhofer 2009","13",135,NA,NA,NA,NA,NA,330000,189420,6930,196350,0.595,0.0352941176470588,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.13033376849501
"575","Schattenhofer 2009","25",14,NA,NA,NA,NA,NA,880000,697840,7040,704880,0.801,0.00998751560549313,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.14612803567824
"576","Schattenhofer 2009","58",49,NA,NA,NA,NA,NA,1200000,810000,7200,817200,0.681,0.00881057268722467,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.69019608002851
"577","Schattenhofer 2009","54",65,NA,NA,NA,NA,NA,1200000,980400,7200,987600,0.823,0.00729040097205346,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.81291335664286
"578","Schattenhofer 2009","43",1500,NA,NA,NA,NA,NA,38000,18012,7220,25232,0.664,0.286144578313253,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3.17609125905568
"579","Schattenhofer 2009","25",1000,NA,NA,NA,NA,NA,59000,29028,7257,36285,0.615,0.2,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3
"580","Schattenhofer 2009","26",88,NA,NA,NA,NA,NA,730000,479610,7300,486910,0.667,0.0149925037481259,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.94448267215017
"581","Schattenhofer 2009","4",42,NA,NA,NA,NA,NA,860000,490200,7740,497940,0.579,0.0155440414507772,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.6232492903979
"582","Schattenhofer 2009","62",50,NA,NA,NA,NA,NA,1300000,980200,7800,988000,0.76,0.00789473684210526,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.69897000433602
"583","Schattenhofer 2009","62",40,NA,NA,NA,NA,NA,1300000,1032200,7800,1040000,0.8,0.0075,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.60205999132796
"584","Schattenhofer 2009","55",60,NA,NA,NA,NA,NA,1300000,1051700,7800,1059500,0.815,0.00736196319018405,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.77815125038364
"585","Schattenhofer 2009","13",1000,NA,NA,NA,NA,NA,91000,64428,7826,72254,0.794,0.10831234256927,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3
"586","Schattenhofer 2009","37",11,NA,NA,NA,NA,NA,670000,560790,8040,568830,0.849,0.0141342756183746,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.04139268515823
"587","Schattenhofer 2009","17",150,NA,NA,NA,NA,NA,350000,203000,8050,211050,0.603,0.0381426202321725,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"588","Schattenhofer 2009","38",13,NA,NA,NA,NA,NA,810000,646380,8100,654480,0.808,0.0123762376237624,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.11394335230684
"589","Schattenhofer 2009","4",2,NA,NA,NA,NA,NA,740000,446960,8140,455100,0.615,0.0178861788617886,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"590","Schattenhofer 2009","46",1000,NA,NA,NA,NA,NA,61000,35441,8174,43615,0.715,0.187412587412587,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",3
"591","Schattenhofer 2009","30",65,NA,NA,NA,NA,NA,1200000,860400,8400,868800,0.724,0.00966850828729282,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.81291335664286
"592","Schattenhofer 2009","50",60,NA,NA,NA,NA,NA,1200000,877200,8400,885600,0.738,0.00948509485094851,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.77815125038364
"593","Schattenhofer 2009","17",17,NA,NA,NA,NA,NA,850000,637500,8500,646000,0.76,0.0131578947368421,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.23044892137827
"594","Schattenhofer 2009","47",17,NA,NA,NA,NA,NA,540000,429300,8640,437940,0.811,0.0197287299630086,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.23044892137827
"595","Schattenhofer 2009","31",80,NA,NA,NA,NA,NA,580000,403100,8700,411800,0.71,0.0211267605633803,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.90308998699194
"596","Schattenhofer 2009","15",85,NA,NA,NA,NA,NA,670000,481730,8710,490440,0.732,0.0177595628415301,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.92941892571429
"597","Schattenhofer 2009","11",120,NA,NA,NA,NA,NA,440000,289080,8800,297880,0.677,0.0295420974889217,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.07918124604762
"598","Schattenhofer 2009","58",7,NA,NA,NA,NA,NA,1100000,968000,8800,976800,0.888,0.00900900900900901,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.845098040014257
"599","Schattenhofer 2009","32",80,NA,NA,NA,NA,NA,520000,337480,8840,346320,0.666,0.0255255255255255,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.90308998699194
"600","Schattenhofer 2009","58",36,NA,NA,NA,NA,NA,990000,840510,8910,849420,0.858,0.0104895104895105,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.55630250076729
