"","paper","core","depth","totalcells","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","qPCR.Bac.per.cc","qPCR.Arc.per.cc","qPCRtotal","qPCRuniversal","Fraction.Arc.CARDFISH","percentqPCR","Fish.or.cardFish","sulfate","CARDFISH.Arc.nd","Cell.stain","Fixative","Bac.permeabilization","Arc.permeabilization","Bac.formamide","Arc.formamide","Sonication","Average.cells.per.field","Filter","SYBR.vs.Taqman","Arc.forward","Arc.reverse","TaqMan.Arc","Bac.forward","Bac.reverse","Taqman.Bac","Universal.forward","Universal.reverse","Taqman.Universal","Arc.standard","Bac.standard","DNA.extraction.procedure","Mud.volcano.or.seep.","Water.depth","Environment.Type","Non.intertidal.marine.sediments.measured.with.FISH.or.CARDFISH.protK","DNA.extraction.efficiency.from.spiking.as.a.fraction.of.total.cells","Template.DNA.dilution.factor","Uses.516.for.Arc","depth_log10","paperNumber"
"766","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.026899293286219,NA,NA,NA,NA,0.998514294892386,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.57025912988336,36
"767","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.035652104079666,NA,NA,NA,NA,0.941133954384837,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.44791483430515,36
"768","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.046080147767427,NA,NA,NA,NA,0.935070671378091,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.3364861369096,36
"769","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.0609136417175286,NA,NA,NA,NA,0.953220366206232,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.21528543545919,36
"770","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.0798996145197558,NA,NA,NA,NA,0.534813684548666,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.09745531595944,36
"771","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.100800674590427,NA,NA,NA,NA,0.604601670414391,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-0.996536561442878,36
"772","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.120588660456151,NA,NA,NA,NA,0.647004497269515,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-0.918693529118426,36
"773","Pernthaler 2002","Wadden mud flat (Jadebusen), CARD-FISH [36]",0.150289377877717,NA,NA,NA,NA,0.744739800835207,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","CARD-FISH, archaea not measured",0.55,"0.55","20 seconds at <10 W","unknown","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-0.823071713306057,36
"774","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.01,NA,NA,NA,NA,0.713700610343719,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-2,36
"775","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.0164150337295213,NA,NA,NA,NA,0.472092836492129,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.7847582205478,36
"776","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.026899293286219,NA,NA,NA,NA,0.49674751044009,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.57025912988336,36
"777","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.035652104079666,NA,NA,NA,NA,0.582757789913266,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.44791483430515,36
"778","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.046080147767427,NA,NA,NA,NA,0.402545775778991,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.3364861369096,36
"779","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.0609136417175286,NA,NA,NA,NA,0.355886604561516,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.21528543545919,36
"780","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.0798996145197558,NA,NA,NA,NA,0.388090266623835,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-1.09745531595944,36
"781","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.100800674590427,NA,NA,NA,NA,0.314487632508834,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-0.996536561442878,36
"782","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.120588660456151,NA,NA,NA,NA,0.302320912303244,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-0.918693529118426,36
"783","Pernthaler 2002","Wadden mud flat (Jadebusen), FISH [36]",0.150289377877717,NA,NA,NA,NA,0.263491808544811,NA,NA,NA,NA,NA,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","FISH, archaea not measured",0.55,"0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"Intertidal",NA,NA,NA,FALSE,-0.823071713306057,36
"784","Quan 2010","Daliao River estuary, China [37]",0.01,1.71e+09,1.2e+09,2.2e+07,1.222e+09,0.714619883040936,NA,NA,NA,NA,0.0180032733224223,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-2,37
"785","Quan 2010","Daliao River estuary, China [37]",0.03,2.01e+09,1.44e+09,2.4e+07,1.464e+09,0.728358208955224,NA,NA,NA,NA,0.0163934426229508,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-1.52287874528034,37
"786","Quan 2010","Daliao River estuary, China [37]",0.05,1.87e+09,1.38e+09,2.2e+07,1.402e+09,0.749732620320856,NA,NA,NA,NA,0.0156918687589158,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-1.30102999566398,37
"787","Quan 2010","Daliao River estuary, China [37]",0.07,1.11e+09,8.2e+08,4.6e+07,8.66e+08,0.78018018018018,NA,NA,NA,NA,0.0531177829099307,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-1.15490195998574,37
"788","Quan 2010","Daliao River estuary, China [37]",0.09,8.4e+08,6e+08,8.2e+07,6.82e+08,0.811904761904762,NA,NA,NA,NA,0.120234604105572,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-1.04575749056068,37
"789","Quan 2010","Daliao River estuary, China [37]",0.115,7.9e+08,5.1e+08,9.3e+07,6.03e+08,0.763291139240506,NA,NA,NA,NA,0.154228855721393,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.939302159646388,37
"790","Quan 2010","Daliao River estuary, China [37]",0.14,1.28e+09,1.09e+09,8.4e+07,1.174e+09,0.9171875,NA,NA,NA,NA,0.0715502555366269,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.853871964321762,37
"791","Quan 2010","Daliao River estuary, China [37]",0.165,1.06e+09,7.4e+08,4.3e+07,7.83e+08,0.738679245283019,NA,NA,NA,NA,0.0549169859514687,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.782516055786094,37
"792","Quan 2010","Daliao River estuary, China [37]",0.195,1.08e+09,8.8e+08,3.1e+07,9.11e+08,0.843518518518519,NA,NA,NA,NA,0.0340285400658617,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.709965388637482,37
"793","Quan 2010","Daliao River estuary, China [37]",0.225,1.73e+09,1.38e+09,4e+07,1.42e+09,0.820809248554913,NA,NA,NA,NA,0.028169014084507,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.647817481888638,37
"794","Quan 2010","Daliao River estuary, China [37]",0.255,1.54e+09,1.2e+09,5.3e+07,1.253e+09,0.813636363636364,NA,NA,NA,NA,0.0422984836392658,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.593459819566045,37
"795","Quan 2010","Daliao River estuary, China [37]",0.285,1.52e+09,1.23e+09,1.5e+07,1.245e+09,0.819078947368421,NA,NA,NA,NA,0.0120481927710843,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.54515513999149,37
"796","Quan 2010","Daliao River estuary, China [37]",0.315,9.1e+08,6.5e+08,1.11e+08,7.61e+08,0.836263736263736,NA,NA,NA,NA,0.145860709592641,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.501689446210399,37
"797","Quan 2010","Daliao River estuary, China [37]",0.345,1.16e+09,9.3e+08,1.18e+08,1.048e+09,0.903448275862069,NA,NA,NA,NA,0.112595419847328,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.462180904926726,37
"798","Quan 2010","Daliao River estuary, China [37]",0.375,1.11e+09,6.9e+08,7.7e+07,7.67e+08,0.690990990990991,NA,NA,NA,NA,0.100391134289439,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.425968732272281,37
"799","Quan 2010","Daliao River estuary, China [37]",0.405,9.1e+08,6.2e+08,6.8e+07,6.88e+08,0.756043956043956,NA,NA,NA,NA,0.0988372093023256,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.392544976785331,37
"800","Quan 2010","Daliao River estuary, China [37]",0.43,8e+08,7.7e+08,6.5e+07,8.35e+08,1.04375,NA,NA,NA,NA,0.0778443113772455,NA,"FISH",NA,NA,"DTAF","paraformaldehyde","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"",TRUE,NA,NA,FALSE,-0.366531544420413,37
"801","Ravenschlag 2001","Svalbard Station J core A [38]",0.01,2.9e+09,1679100000,185600000,1864700000,0.643,NA,NA,NA,NA,0.0995334370139969,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-2,38
"802","Ravenschlag 2001","Svalbard Station J core A [38]",0.01,3.5e+09,1956500000,6.3e+07,2019500000,0.577,NA,NA,NA,NA,0.0311958405545927,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-2,38
"803","Ravenschlag 2001","Svalbard Station J core A [38]",0.0125,3.1e+09,1739100000,89900000,1.829e+09,0.59,NA,NA,NA,NA,0.0491525423728814,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.90308998699194,38
"804","Ravenschlag 2001","Svalbard Station J core A [38]",0.0175,4.2e+09,2230200000,88200000,2318400000,0.552,NA,NA,NA,NA,0.0380434782608696,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.75696195131371,38
"805","Ravenschlag 2001","Svalbard Station J core A [38]",0.0225,4.1e+09,2357500000,73800000,2431300000,0.593,NA,NA,NA,NA,0.03035413153457,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.64781748188864,38
"806","Ravenschlag 2001","Svalbard Station J core A [38]",0.0275,3.7e+09,1772300000,51800000,1824100000,0.493,NA,NA,NA,NA,0.0283975659229209,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.56066730616974,38
"807","Ravenschlag 2001","Svalbard Station J core A [38]",0.0325,2.7e+09,1179900000,37800000,1217700000,0.451,NA,NA,NA,NA,0.0310421286031042,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.48811663902113,38
"808","Ravenschlag 2001","Svalbard Station J core A [38]",0.0375,3.1e+09,1326800000,43400000,1370200000,0.442,NA,NA,NA,NA,0.0316742081447964,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.42596873227228,38
"809","Ravenschlag 2001","Svalbard Station J core A [38]",0.0425,3.5e+09,1522500000,4.9e+07,1571500000,0.449,NA,NA,NA,NA,0.0311804008908686,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.37161106994969,38
"810","Ravenschlag 2001","Svalbard Station J core A [38]",0.0475,3.4e+09,965600000,47600000,1013200000,0.298,NA,NA,NA,NA,0.0469798657718121,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.32330639037513,38
"811","Ravenschlag 2001","Svalbard Station J core A [38]",0.055,3.5e+09,9.1e+08,NA,9.1e+08,0.26,NA,NA,NA,NA,0,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.25963731050576,38
"812","Ravenschlag 2001","Svalbard Station J core A [38]",0.065,3.7e+09,891700000,NA,891700000,0.241,NA,NA,NA,NA,0,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.18708664335714,38
"813","Ravenschlag 2001","Svalbard Station J core A [38]",0.075,4.7e+09,1109200000,NA,1109200000,0.236,NA,NA,NA,NA,0,NA,"FISH",NA,TRUE,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.1249387366083,38
"814","Ravenschlag 2001","Svalbard Station J core A [38]",0.085,2.9e+09,838100000,2.9e+07,867100000,0.299,NA,NA,NA,NA,0.0334448160535117,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.07058107428571,38
"815","Ravenschlag 2001","Svalbard Station J core A [38]",0.095,3.7e+09,8.14e+08,3.7e+07,8.51e+08,0.23,NA,NA,NA,NA,0.0434782608695652,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.02227639471115,38
"816","Ravenschlag 2001","Svalbard Station J core A [38]",0.11,3.9e+09,NA,66300000,NA,NA,NA,NA,NA,NA,NA,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-0.958607314841775,38
"817","Ravenschlag 2001","Svalbard Station J core A [38]",0.13,2.7e+09,NA,16200000,NA,NA,NA,NA,NA,NA,NA,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-0.886056647693163,38
"818","Ravenschlag 2001","Svalbard Station J core A [38]",0.15,2.5e+09,NA,1.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-0.823908740944319,38
"819","Ravenschlag 2001","Svalbard Station J core A [38]",0.17,3.3e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-0.769551078621726,38
"820","Ravenschlag 2001","Svalbard Station J core A [38]",0.19,2.7e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-0.721246399047171,38
"821","Ravenschlag 2001","Svalbard Station J core B [38]",0.01,2.1e+09,1530900000,69300000,1600200000,0.762,NA,NA,NA,NA,0.0433070866141732,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-2,38
"822","Ravenschlag 2001","Svalbard Station J core B [38]",0.01,3.3e+09,2428800000,59400000,2488200000,0.754,NA,NA,NA,NA,0.0238726790450928,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-2,38
"823","Ravenschlag 2001","Svalbard Station J core B [38]",0.0125,3.4e+09,2223600000,61200000,2284800000,0.672,NA,NA,NA,NA,0.0267857142857143,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.90308998699194,38
"824","Ravenschlag 2001","Svalbard Station J core B [38]",0.0175,4.2e+09,2423400000,6.3e+07,2486400000,0.592,NA,NA,NA,NA,0.0253378378378378,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.75696195131371,38
"825","Ravenschlag 2001","Svalbard Station J core B [38]",0.0225,3.5e+09,1.694e+09,52500000,1746500000,0.499,NA,NA,NA,NA,0.030060120240481,NA,"FISH",NA,NA,"DAPI","formaldehyde","none","none",0.1,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,218,"",TRUE,NA,NA,FALSE,-1.64781748188864,38
